Name,Rating,Votes,Duration,Genre
CTRL,6.2, 6.1K,1h 39m,Drama
Guilty Pleasure,5.8, 119,1h 59m,Drama
Mond,7.0, 263,1h 32m,Drama
Shepherds,7.3, 253,1h 53m,Drama
Timestalker,5.5, 2.9K,1h 29m,Drama
U Are the Universe,7.7, 264,1h 30m,Drama
We Are Wolves,3.5, 263,1h 37m,Drama
Just in Time,7.0, 309,1h 30m,Drama
Meiyazhagan,8.4, 14K,2h 57m,Drama
Grand Maison Paris,6.8, 125,1h 51m,Drama
A Beautiful Imperfection,6.4, 621,1h 48m,Drama
Take My Hand,6.3, 303,1h 42m,Drama
First Shift,4.5, 2K,1h 29m,Drama
Black Heat,8.6, 117,1h 33m,Drama
An Unfinished Film,7.2, 535,1h 45m,Drama
Love Kills,5.0, 229,1h 40m,Drama
How to Make Gravy,7.0, 911,2h,Drama
Amar Singh Chamkila,7.8, 16K,2h 25m,Drama
Broken Rage,6.1, 1.4K,1h 2m,Drama
Freedom,5.9, 1.4K,1h 50m,Drama
Bosco,5.6, 3.9K,1h 39m,Drama
Yolo,6.9, 3.7K,2h 9m,Drama
The Witness,7.2, 148,1h 40m,Drama
God's Not Dead: In God We Trust,3.4, 1.3K,1h 36m,Drama
Bambi: A Tale of Life in the Woods,5.7, 168,1h 18m,Drama
Louise Violet,6.5, 203,1h 48m,Drama
Dead Wrong,3.9, 258,1h 44m,Drama
Inheritance,5.1, 3.5K,1h 34m,Drama
A House on Fire,7.3, 3.3K,1h 45m,Drama
Operation Undead,4.7, 401,1h 50m,Drama
Way Home,6.6, 740,1h 38m,Drama
Skeet,8.4, 24,1h 44m,Drama
You Are the Apple of My Eye,7.5, 3.4K,1h 41m,Drama
Triangle,6.6, 97,1h 36m,Drama
Love,7.3, 330,1h 59m,Drama
Off the Record,8.0, 10,1h 35m,Drama
The Other Way Around,6.4, 1.4K,1h 54m,Drama
Top 1,5.5, 203,52m,Drama
Her Story,7.6, 1.8K,2h 3m,Drama
The Twisters,2.5, 332,1h 26m,Drama
Hisaab Barabar,5.8, 1.8K,1h 52m,Drama
Sixty Minutes,5.7, 5.2K,1h 28m,Drama
A Place Called Silence,6.4, 1.2K,1h 59m,Drama
Maldoror,7.0, 599,2h 35m,Drama
Boreal,4.6, 47,1h 22m,Drama
Sicilian Letters,6.1, 684,2h 2m,Drama
Yodha,5.7, 8.8K,2h 10m,Drama
Crew,5.8, 37K,1h 58m,Drama
We Were Dangerous,6.3, 349,1h 23m,Drama
Everybody Loves Touda,6.7, 320,1h 42m,Drama
All the Lost Ones,3.7, 242,1h 46m,Drama
11 Rebels,6.3, 389,2h 35m,Drama
Stelios,7.3, 1.4K,2h 12m,Drama
Decoded,5.7, 433,2h 36m,Drama
Race for Glory: Audi vs. Lancia,5.8, 4.7K,1h 49m,Drama
El 47,7.2, 3.3K,1h 50m,Drama
Veni Vidi Vici,5.8, 392,1h 26m,Drama
Little Death,5.4, 204,1h 50m,Drama
Octopus with Broken Arms,6.1, 246,1h 49m,Drama
Dard,6.8, 1.8K,2h 36m,Drama
Desmontando a Lucía,6.5, 69,1h 43m,Drama
Hijack '93,3.8, 860,1h 27m,Drama
Diva Futura,6.4, 259,2h,Drama
Macbeth,8.0, 144,2h 36m,Drama
Goldilocks and the Two Bears,5.8, 43,2h 16m,Drama
Butas,5.0, 142,1h 52m,Drama
Haikyu!! The Dumpster Battle,7.7, 6.2K,1h 25m,Drama
Everybody Loves Jenifa,8.3, 86,2h 15m,Drama
Here After,4.1, 1.3K,1h 33m,Drama
Head South,6.8, 240,1h 38m,Drama
A Part of You,5.8, 2.8K,1h 39m,Drama
Vettaiyan,7.0, 39K,2h 43m,Drama
Pure Love,7.2, 168,1h 49m,Drama
Nurse Abi,4.5, 161,47m,Drama
Srikanth,7.4, 14K,2h 14m,Drama
The Strangers' Case,9.3, 8.3K,1h 43m,Drama
Init,4.9, 212,49m,Drama
Crayon Shin-chan: Ora's Dinosaur Diary,6.4, 350,1h 46m,Drama
Untamed Royals,4.6, 638,1h 39m,Drama
Nonostante,6.0, 151,1h 33m,Drama
American Star,5.5, 2.5K,1h 47m,Drama
Quiet Life,6.6, 166,1h 39m,Drama
Despatch,4.3, 4.4K,2h 33m,Drama
The Summer Book,7.0, 306,1h 30m,Drama
Wanted Man,4.8, 2.6K,1h 25m,Drama
Shirley,6.2, 3.3K,1h 57m,Drama
Same Old West,7.9, 136,1h 38m,Drama
The Time It Takes,6.8, 368,1h 50m,Drama
Babah,6.9, 160,2h 9m,Drama
Khadaan,7.2, 2.1K,2h 17m,Drama
Grave Torture,6.2, 2.9K,1h 57m,Drama
Camera,6.6, 421,1h 52m,Drama
The Sabarmati Report,6.4, 24K,2h 7m,Drama
Mørkeland,6.2, 977,1h 39m,Drama
Cellphone,3.0, 712,1h 28m,Drama
Laws of Man,5.2, 1K,1h 38m,Drama
In Her Place,6.2, 1.5K,1h 36m,Drama
Kingsmen,6.4, 47,1h 12m,Drama
Kupu-Kupu Kertas,6.7, 181,1h 53m,Drama
Cassandre,7.1, 57,1h 43m,Drama
Triumph,5.5, 266,1h 38m,Drama
Possession: Kerasukan,3.5, 285,1h 34m,Drama
Here Now,4.9, 406,1h 58m,Drama
TL,4.3, 173,46m,Drama
No Chains No Masters,6.4, 527,1h 38m,Drama
1978,5.5, 202,1h 16m,Drama
Ferry 2,5.6, 3.8K,1h 34m,Drama
Given 3: To the Sea,8.9, 51,1h 20m,Drama
Marco,6.8, 1.2K,1h 48m,Drama
Level Cross,6.8, 2.6K,1h 56m,Drama
The Sparrow in the Chimney,6.4, 272,1h 57m,Drama
When the Light Breaks,6.7, 977,1h 22m,Drama
Maid Droid Origins,3.0, 321,1h 36m,Drama
Room Service,3.9, 299,47m,Drama
Jim's Story,6.8, 931,1h 41m,Drama
The Shameless,5.8, 220,1h 54m,Drama
Criature,6.3, 49,1h 41m,Drama
The Air He Breathes,6.5, 374,1h 46m,Drama
The Last of Us: Immunity,5.5, 17,1h 4m,Drama
